gene	locus_tag	start	end	strand	product
thiI	b0423	441548	442997	1	tRNA uridine 4-sulfurtransferase
yajL	b0424	443050	443641	-1	protein/nucleic acid deglycase 3
panE	b0425	443603	444515	-1	2-dehydropantoate 2-reductase
yajQ	b0426	444682	445174	1	nucleotide binding protein YajQ
yajR	b0427	445301	446666	-1	putative transport protein YajR
cyoE	b0428	446814	447705	-1	heme O synthase
cyoD	b0429	447716	448046	-1	cytochrome bo3 subunit 4
cyoC	b0430	448045	448660	-1	cytochrome bo3 subunit 3
cyoB	b0431	448649	450641	-1	cytochrome bo3 subunit 1
cyoA	b0432	450662	451610	-1	cytochrome bo3 subunit 2
ampG	b0433	452069	453545	-1	muropeptide:H(+) symporter
yajG	b0434	453588	454167	-1	putative lipoprotein YajG
bolA	b0435	454471	454789	1	DNA-binding transcriptional dual regulator BolA
tig	b0436	455132	456431	1	trigger factor
clpP	b0437	456676	457300	1	ATP-dependent Clp protease proteolytic subunit
clpX	b0438	457425	458700	1	ATP-dependent Clp protease ATP-binding subunit ClpX
lon	b0439	458887	461242	1	Lon protease
hupB	b0440	461450	461723	1	DNA-binding protein HU-beta
ppiD	b0441	461914	463786	1	periplasmic folding chaperone
ybaV	b0442	463936	464308	1	helix-hairpin-helix 3 family protein
fadM	b0443	464401	464800	1	long-chain acyl-CoA thioesterase FadM
queC	b0444	464851	465547	-1	7-cyano-7-deazaguanine synthase
ybaE	b0445	465611	467312	-1	uncharacterized protein YbaE
cof	b0446	467411	468230	1	HMP-PP phosphatase
decR	b0447	468382	468841	1	DNA-binding transcriptional activator DecR
mdlA	b0448	468870	470643	1	ABC transporter family protein MdlA
mdlB	b0449	470635	472417	1	ABC transporter family protein MdlB
glnK	b0450	472597	472936	1	nitrogen regulatory protein PII-2
amtB	b0451	472965	474252	1	ammonium transporter
tesB	b0452	474300	475161	-1	acyl-CoA thioesterase II
ybaY	b0453	475378	475951	1	PF09619 family lipoprotein YbaY
ybaZ	b0454	475981	476371	-1	DNA base-flipping protein
ybaA	b0456	476671	477025	1	DUF1428 domain-containing protein YbaA
pdeB	b0457	477066	478617	-1	cyclic di-GMP phosphodiesterase PdeB
ylaC	b0458	478780	479251	-1	putative inner membrane protein
maa	b0459	479366	479918	-1	maltose O-acetyltransferase
hha	b0460	480089	480308	-1	hemolysin expression-modulating protein Hha
tomB	b0461	480333	480708	-1	Hha toxicity modulator TomB
acrB	b0462	481253	484403	-1	multidrug efflux pump RND permease AcrB
acrA	b0463	484425	485619	-1	multidrug efflux pump membrane fusion lipoprotein AcrA
acrR	b0464	485760	486408	1	DNA-binding transcriptional repressor AcrR
mscK	b0465	486535	489898	1	potassium dependent, small conductance mechanosensitive channel
ybaM	b0466	490109	490271	-1	DUF2496 domain-containing protein YbaM
priC	b0467	490284	490812	-1	primosomal replication protein N''
ybaN	b0468	490881	491259	1	DUF454 domain-containing inner membrane protein YbaN
apt	b0469	491411	491963	1	adenine phosphoribosyltransferase
dnaX	b0470	492091	494023	1	DNA polymerase III subunit tau
dnaX	b0470	492091	493386	1	DNA polymerase III subunit gamma
ybaB	b0471	494075	494405	1	putative nucleoid-associated protein YbaB
recR	b0472	494404	495010	1	recombination mediator protein RecR
htpG	b0473	495119	496994	1	chaperone protein HtpG
adk	b0474	497174	497819	1	adenylate kinase
hemH	b0475	498054	499017	1	ferrochelatase
aes	b0476	499013	499973	-1	acetylesterase
gsk	b0477	500124	501429	1	inosine/guanosine kinase
ybaL	b0478	501561	503238	-1	putative transporter YbaL
fsr	b0479	503475	504696	-1	fosmidomycin efflux pump
ushA	b0480	504913	506566	1	5'-nucleotidase/UDP-sugar hydrolase
ybaK	b0481	506602	507082	-1	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
ybaP	b0482	507285	508080	-1	TraB family protein YbaP
ybaQ	b0483	508217	508559	1	DNA-binding transcriptional regulator YbaQ
copA	b0484	508874	511379	-1	Cu(+) exporting P-type ATPase
copA	b0484	511167	511379	-1	soluble Cu(+) chaperone
glsA	b0485	511640	512573	1	glutaminase 1
ybaT	b0486	512575	513868	1	putative transporter YbaT
cueR	b0487	513992	514400	1	DNA-binding transcriptional dual regulator CueR
ybbJ	b0488	514400	514859	-1	NfeD-like family protein YbbJ
qmcA	b0489	514855	515773	-1	PHB domain-containing protein QmcA
fetA	b0490	515918	516596	1	putative iron ABC exporter ATP-binding subunit FetA
fetB	b0491	516582	517362	1	putative iron ABC exporter membrane subunit FetB
cnoX	b0492	517424	518279	-1	chaperedoxin
ybbO	b0493	518339	519149	-1	NADP(+)-dependent aldehyde reductase YbbO
tesA	b0494	519138	519765	-1	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1
ybbA	b0495	519732	520419	1	putative ABC transporter ATP-binding protein YbbA
ybbP	b0496	520415	522830	1	putative ABC transporter membrane subunit YbbP
rhsD	b0497	523260	527541	1	protein RhsD
ybbC	b0498	527580	527949	1	PF15631 family protein YbbC
ylbG	b0502	529644	530016	-1	putative DNA-binding transcriptional regulator YlbG
selU	b0503	530131	531226	-1	tRNA 2-selenouridine synthase
allS	b0504	531294	532221	-1	DNA-binding transcriptional activator AllS
allA	b0505	532450	532933	1	ureidoglycolate lyase
allR	b0506	533010	533826	1	DNA-binding transcriptional repressor AllR
gcl	b0507	533915	535697	1	glyoxylate carboligase
hyi	b0508	535709	536486	1	hydroxypyruvate isomerase
glxR	b0509	536585	537464	1	tartronate semialdehyde reductase 2
allW	b0511	537632	539087	1	allantoin transporter
allB	b0512	539146	540508	1	allantoinase
ybbY	b0513	540564	541866	1	putative purine transporter
glxK	b0514	541887	543033	1	glycerate 2-kinase 2
allE	b0515	543260	544046	-1	(S)-ureidoglycine aminohydrolase
allC	b0516	544056	545292	-1	allantoate amidohydrolase
allD	b0517	545313	546363	-1	ureidoglycolate dehydrogenase
fdrA	b0518	546679	548347	1	putative oxamate carbamoyltransferase FdrA
ylbE	b4572	548356	549616	1	DUF1116 domain-containing protein YlbE
ylbF	b0520	549626	550442	1	DUF2877 domain-containing protein YlbF
ybcF	b0521	550438	551332	1	putative carbamate kinase
purK	b0522	551526	552594	-1	5-(carboxyamino)imidazole ribonucleotide synthase
purE	b0523	552590	553100	-1	N(5)-carboxyaminoimidazole ribonucleotide mutase
lpxH	b0524	553217	553940	-1	UDP-2,3-diacylglucosamine diphosphatase
ppiB	b0525	553942	554437	-1	peptidyl-prolyl cis-trans isomerase B
cysS	b0526	554610	555996	1	cysteine--tRNA ligase
ybcI	b0527	556031	556553	-1	PF04307 family inner membrane protein YbcI
ybcJ	b0528	556660	556873	-1	putative RNA-binding protein YbcJ
folD	b0529	556874	557741	-1	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
sfmA	b0530	558211	558754	1	putative fimbrial protein SfmA
sfmC	b0531	558973	559666	1	putative fimbrial chaperone SfmC
sfmD	b0532	559696	562300	1	putative fimbrial usher protein SfmD
sfmH	b0533	562335	563319	1	putative fimbrial adhesin protein SfmH
sfmF	b0534	563329	563845	1	putative fimbrial protein SfmF
fimZ	b0535	563847	564480	-1	LuxR family transcriptional regulator FimZ
intD	b0537	564814	565978	-1	putative integrase
renD	b0542	566683	568247	1	DLP12 prophage; protein RenD
insE3	b0540	566841	567141	1	IS3 element protein InsE
insF3	b0541	567137	568004	1	IS3 element protein InsF
emrE	b0543	568314	568647	1	multidrug/betaine/choline efflux transporter EmrE
ylcJ	b4733	568694	568844	1	protein YlcJ
ybcK	b0544	568901	570428	1	putative recombinase YbcK
ybcL	b0545	570892	571444	1	periplasmic protein YbcL
ybcM	b0546	571453	572251	1	putative DNA-binding transcriptional regulator
ylcH	b4588	572367	572469	1	uncharacterized protein YlcH
ybcN	b0547	572465	572921	1	DNA base-flipping protein
ninE	b0548	572920	573091	1	NinE family prophage protein
ybcO	b0549	573083	573374	1	putative nuclease YbcO
rusA	b0550	573370	573733	1	crossover junction endodeoxyribonuclease RusA
ylcG	b4509	573729	573870	1	uncharacterized protein YlcG
quuD	b0551	573955	574339	1	prophage antitermination protein Q homolog QuuD
nmpC	b0553	574528	576825	-1	DLP12 prophage; putative outer membrane porin NmpC
insH2	b0552	574736	575717	-1	IS5 transposase and trans-activator
essD	b0554	577397	577613	1	putative phage lysis protein
rrrD	b0555	577612	578110	1	lysozyme
rzpD	b0556	578106	578568	1	putative prophage endopeptidase RzpD
rzoD	b4510	578326	578509	1	putative prophage lysis lipoprotein RzoD
borD	b0557	578599	578893	-1	prophage lipoprotein BorD
ybcV	b0558	579183	579594	-1	DUF1398 domain-containing protein YbcV
ybcW	b0559	579879	580086	1	uncharacterized protein YbcW
ylcI	b4589	580250	580445	-1	DUF3950 domain-containing protein YlcI
nohD	b0560	580833	581379	1	putative DNA-packaging protein NohD
tfaD	b0561	581533	582097	1	putative tail fiber assembly protein TfaD
tfaX	b0563	582874	583060	1	protein TfaX
appY	b0564	583680	584430	1	DNA-binding transcriptional activator AppY
ompT	b0565	584679	585633	-1	omptin family outer membrane protease OmpT
envY	b0566	586146	586908	-1	DNA-binding transcriptional activator EnvY
ybcH	b0567	587090	587981	-1	putative exopolysaccharide secretion system auxiliary component
nfrA	b0568	587981	590954	-1	exopolysaccharide secretion system outer membrane protein NfrA
nfrB	b0569	590940	593178	-1	cyclic di-3',5'-guanylate-activated glycosyltransferase
cusS	b0570	593327	594770	-1	sensor histidine kinase CusS
cusR	b0571	594759	595443	-1	DNA-binding transcriptional activator CusR
cusC	b0572	595599	596973	1	copper/silver export system outer membrane channel
cusF	b0573	597130	597463	1	copper/silver export system periplasmic binding protein
cusB	b0574	597478	598702	1	copper/silver export system membrane fusion protein
cusA	b0575	598713	601857	1	copper/silver export system RND permease
pheP	b0576	601958	603335	1	phenylalanine:H(+) symporter PheP
ybdG	b0577	603415	604663	-1	miniconductance mechanosensitive channel YbdG
nfsB	b0578	604770	605424	-1	NAD(P)H-dependent nitroreductase NfsB
ybdF	b0579	605517	605886	-1	PF04237 family protein YbdF
ybdJ	b0580	605950	606199	-1	DUF1158 domain-containing protein YbdJ
ybdK	b0581	606264	607383	-1	putative glutamate--cysteine ligase 2
hokE	b4415	607835	607988	1	small toxic polypeptide HokE
insL2	b0582	608064	609177	1	IS186/IS421 transposase
entD	b0583	609458	610079	-1	phosphopantetheinyl transferase EntD
fepA	b0584	610253	612494	-1	ferric enterobactin outer membrane transporter
fes	b0585	612736	613939	1	ferric enterobactin esterase
ybdZ	b4511	613941	614160	1	enterobactin biosynthesis protein YbdZ
entF	b0586	614156	618038	1	apo-serine activating enzyme
fepE	b0587	618253	619387	1	polysaccharide co-polymerase family protein FepE
fepC	b0588	619383	620199	-1	ferric enterobactin ABC transporter ATP binding subunit
fepG	b0589	620195	621188	-1	ferric enterobactin ABC transporter membrane subunit FepG
fepD	b0590	621184	622189	-1	ferric enterobactin ABC transporter membrane subunit FebD
entS	b0591	622299	623550	1	enterobactin exporter EntS
fepB	b0592	623553	624510	-1	ferric enterobactin ABC transporter periplasmic binding protein
entC	b0593	624884	626060	1	isochorismate synthase EntC
entE	b0594	626069	627680	1	2,3-dihydroxybenzoate-AMP ligase
entB	b0595	627693	628551	1	enterobactin synthase component B
entA	b0596	628550	629297	1	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
entH	b0597	629299	629713	1	proofreading thioesterase in enterobactin biosynthesis
cstA	b0598	629893	631999	1	pyruvate transporter CstA
ybdD	b4512	632181	632379	1	PF04328 family protein YbdD
hcxA	b0599	632388	633477	-1	hydroxycarboxylate dehydrogenase A
ybdL	b0600	633585	634746	1	methionine transaminase
ybdM	b0601	634746	635376	-1	ParB-like nuclease domain-containing protein YbdM
ybdN	b0602	635348	636569	-1	putative PAPS reductase/DUF3440 domain-containing protein YbdN
citR	b0603	636715	637618	-1	DNA-binding transcriptional repressor CitR
dsbG	b0604	637826	638573	-1	protein sulfenic acid reductase and chaperone DsbG
ahpC	b0605	638944	639508	1	alkyl hydroperoxide reductase, AhpC component
ahpF	b0606	639752	641318	1	alkyl hydroperoxide reductase, AhpF component
uspG	b0607	641438	641867	-1	universal stress protein G
ybdR	b0608	642087	643326	1	putative Zn(2(+))-dependent alcohol dehydrogenase YbdR
yldA	b4734	643329	643419	-1	protein YldA
rnk	b0610	643556	643967	-1	nucleoside diphosphate kinase regulator
rna	b0611	644196	645003	-1	RNase I
citT	b0612	645116	646580	-1	citrate:succinate antiporter
citG	b0613	646630	647509	-1	triphosphoribosyl-dephospho-CoA synthase
citX	b0614	647483	648035	-1	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
citF	b0615	648038	649571	-1	citrate lyase alpha subunit
citE	b0616	649581	650490	-1	citrate lyase beta subunit
citD	b0617	650486	650783	-1	citrate lyase acyl carrier protein
citC	b0618	650797	651856	-1	citrate lyase synthetase
dpiB	b0619	652234	653893	1	sensor histidine kinase DpiB
dpiA	b0620	653861	654542	1	DNA-binding transcriptional dual regulator DpiA
dcuC	b0621	654582	655968	-1	anaerobic C4-dicarboxylate transporter DcuC
pagP	b0622	656556	657117	1	Lipid A palmitoyltransferase
cspE	b0623	657291	657501	1	transcription antiterminator and regulator of RNA stability CspE
crcB	b0624	657554	657938	-1	F(-) channel
tatE	b0627	658946	659150	1	twin arginine protein translocation system - TatE protein
lipA	b0628	659250	660216	-1	lipoyl synthase
ybeF	b0629	660424	661378	-1	putative DNA-binding transcriptional regulator YbeF
lipB	b0630	661636	662278	-1	lipoyl(octanoyl) transferase
ybeD	b0631	662378	662642	-1	DUF493 domain-containing protein YbeD
dacA	b0632	662751	663963	-1	D-alanyl-D-alanine carboxypeptidase DacA
rlpA	b0633	664101	665190	-1	rare lipoprotein RlpA
mrdB	b0634	665200	666313	-1	peptidoglycan glycosyltransferase MrdB
mrdA	b0635	666315	668217	-1	peptidoglycan DD-transpeptidase MrdA
rlmH	b0636	668247	668715	-1	23S rRNA m(3)psi1915 methyltransferase
rsfS	b0637	668718	669036	-1	ribosomal silencing factor RsfS
cobC	b0638	669295	669907	-1	putative adenosylcobalamin phosphatase/alpha-ribazole phosphatase
nadD	b0639	669930	670572	-1	nicotinate-nucleotide adenylyltransferase
holA	b0640	670573	671605	-1	DNA polymerase III subunit delta
lptE	b0641	671604	672186	-1	lipopolysaccharide assembly protein LptE
leuS	b0642	672200	674783	-1	leucine--tRNA ligase
ybeL	b0643	675017	675500	1	DUF1451 domain-containing protein YbeL
ybeQ	b0644	675569	676547	-1	Sel1 repeat-containing protein YbeQ
ybeR	b0645	676710	677418	1	DUF1266 domain-containing protein YbeR
djlB	b0646	677414	678842	1	J domain-containing protein DjlB
ybeT	b0647	678851	679406	-1	Sel1 repeat-containing protein YbeT
ybeU	b0648	679507	680215	1	DUF1266 domain-containing protein YbeU
djlC	b0649	680211	681663	1	co-chaperone DjlC
hscC	b0650	681722	683393	-1	chaperone protein HscC
rihA	b0651	683476	684412	-1	pyrimidine-specific ribonucleoside hydrolase RihA
gltL	b0652	684529	685255	-1	glutamate/aspartate ABC transporter ATP binding subunit
gltK	b0653	685254	685929	-1	glutamate/aspartate ABC transporter membrane subunit GltK
gltJ	b0654	685928	686669	-1	glutamate/aspartate ABC transporter membrane subunit GltJ
gltI	b0655	686838	687747	-1	glutamate/aspartate ABC transporter periplasmic binding protein
insH3	b0656	687996	688977	-1	IS5 transposase and trans-activator
lnt	b0657	689342	690881	-1	apolipoprotein N-acyltransferase
ybeX	b0658	690905	691784	-1	CorC-HlyC family protein YbeX
ybeY	b0659	691873	692341	-1	endoribonuclease YbeY
ybeZ	b0660	692337	693378	-1	PhoH-like protein
miaB	b0661	693530	694955	-1	isopentenyl-adenosine A37 tRNA methylthiolase
ubiF	b0662	695100	696276	1	3-demethoxyubiquinol 3-hydroxylase
asnB	b0674	697512	699177	-1	asparagine synthetase B
umpH	b0675	699573	700326	-1	UMP phosphatase
nagC	b0676	700373	701594	-1	DNA-binding transcriptional dual regulator NagC
nagA	b0677	701602	702751	-1	N-acetylglucosamine-6-phosphate deacetylase
nagB	b0678	702810	703611	-1	glucosamine-6-phosphate deaminase
nagE	b0679	703943	705890	1	N-acetylglucosamine-specific PTS enzyme IIABC component
glnS	b0680	706092	707757	1	glutamine--tRNA ligase
chiP	b0681	708333	709740	1	chitooligosaccharide outer membrane channel
chiQ	b0682	709789	710116	1	lipoprotein ChiQ
fur	b0683	710199	710646	-1	DNA-binding transcriptional dual regulator Fur
uof	b4637	710638	710725	-1	RyhB-regulated fur leader peptide
fldA	b0684	710934	711465	-1	flavodoxin 1
ybfE	b0685	711604	711898	-1	ribbon-helix-helix domain-containing protein YbfE
ybfF	b0686	712037	712802	-1	esterase
seqA	b0687	712986	713532	1	negative modulator of initiation of replication
pgm	b0688	713557	715198	1	phosphoglucomutase
ybfP	b0689	715411	715906	1	lipoprotein YbfP
potE	b0692	716945	718265	-1	putrescine transporter PotE
speF	b0693	718261	720460	-1	inducible ornithine decarboxylase
speFL	b4803	720717	720822	-1	leader peptide SpeFL
kdpE	b0694	721055	721733	-1	DNA-binding transcriptional dual regulator KdpE
kdpD	b0695	721729	724414	-1	sensor histidine kinase KdpD
kdpC	b0696	724406	724979	-1	K(+) transporting P-type ATPase subunit KdpC
kdpB	b0697	724987	727036	-1	K(+) transporting P-type ATPase subunit KdpB
kdpA	b0698	727058	728732	-1	K(+) transporting P-type ATPase subunit KdpA
kdpF	b4513	728731	728821	-1	K(+) transporting P-type ATPase subunit KdpF
ybfA	b0699	729133	729340	1	DUF2517 domain-containing protein YbfA
rhsC	b0700	729582	733776	1	rhs element protein RhsC
ybfB	b0702	733775	734102	1	uncharacterized protein YbfB
ybfC	b0704	735649	736219	1	uncharacterized protein YbfC
ybfQ	b4514	736444	736699	1	inactive transposase YbfQ
ybfD	b0706	738091	738853	1	H repeat-associated putative transposase YbfD
ybgA	b0707	739000	739510	1	DUF1722 domain-containing protein YbgA
phr	b0708	739506	740925	1	deoxyribodipyrimidine photolyase
dtpD	b0709	741074	742556	-1	dipeptide:H(+) symporter DtpD
ybgI	b0710	742826	743570	1	radiation resistance protein YbgI
pxpB	b0711	743592	744249	1	5-oxoprolinase component B
pxpC	b0712	744242	745175	1	5-oxoprolinase component C
pxpA	b0713	745164	745899	1	5-oxoprolinase component A
nei	b0714	745934	746726	1	endonuclease VIII
abrB	b0715	746722	747769	-1	putative regulator
ybgO	b0716	747920	748982	-1	putative fimbrial protein YbgO
ybgP	b0717	748978	749707	-1	putative fimbrial chaperone YbgP
ybgQ	b0718	749721	752169	-1	putative fimbrial usher protein YbgQ
ybgD	b0719	752228	752795	-1	putative fimbrial protein YbgD
gltA	b0720	753184	754468	-1	citrate synthase
ybgV	b4768	754657	754690	-1	protein YbgV
ybgU	b4735	754673	754781	-1	protein YbgU
sdhC	b0721	755176	755566	1	succinate:quinone oxidoreductase, membrane protein SdhC
sdhD	b0722	755559	755907	1	succinate:quinone oxidoreductase, membrane protein SdhD
sdhA	b0723	755906	757673	1	succinate:quinone oxidoreductase, FAD binding protein
sdhB	b0724	757688	758405	1	succinate:quinone oxidoreductase, [Fe-S] cluster binding protein
sucA	b0726	758705	761507	1	subunit of E1(0) component of 2-oxoglutarate dehydrogenase
sucB	b0727	761521	762739	1	2-oxoglutarate dehydrogenase E2 subunit
sucC	b0728	763013	764180	1	succinyl-CoA synthetase subunit beta
sucD	b0729	764179	765049	1	succinyl-CoA synthetase subunit alpha
mngR	b0730	765152	765875	-1	DNA-binding transcriptional repressor MngR
mngA	b0731	765983	767960	1	2-O-alpha-mannosyl-D-glycerate specific PTS enzyme II
mngB	b0732	767977	770611	1	alpha-mannosidase
cydA	b0733	771457	773026	1	cytochrome bd-I subunit 1
